name,address,city,state,phone,website,email,price_level,rating,signature_dish,unique_qualities,source
Supernormal,"180 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9650 8688,http://www.supernormal.net.au/,,Expensive,4.5,,Communal benches & an open kitchen create a buzzy setting for Asian-inspired cuisine. | Asian Fusion Restaurant | Rated 4.5/5 (5280 reviews) | Expensive / upscale tier,Google Places API (New)
HER,"270 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9997 0437,http://www.her.melbourne/,,Expensive,4,,Bar | Rated 4/5 (1642 reviews) | Expensive / upscale tier,Google Places API (New)
Meatmaiden,"Basement/195 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9078 7747,http://www.meatmaiden.com.au/,info@meatmaiden.com.au,Expensive,4.5,,"Steakhouse & cocktail bar offering premium cuts, dry-aged meat & wood-fired local specialties. | Steak House | Rated 4.5/5 (2526 reviews) | Expensive / upscale tier",Google Places API (New)
Philippe,"115 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8394 6625,https://philipperestaurant.com.au/,admin@philipperestaurant.com.au,Expensive,4.7,,"Upscale spot presenting French cuisine, a raw bar & drinks in a white-tablecloth dining room. | French Restaurant | Rated 4.7/5 (1945 reviews) | Expensive / upscale tier",Google Places API (New)
Cutler,"55-57 Gertrude St, Fitzroy VIC 3065, Australia",Fitzroy,VIC,(03) 9419 4888,http://www.cutlerandco.com.au/,info@cutlerandco.com.au,Very Expensive,4.6,,Upscale Modern Australian fare and a tasting menu in an old metalworks factory with an open kitchen. | Restaurant | Rated 4.6/5 (1098 reviews) | Very expensive / luxury tier,Google Places API (New)
Mjølner,"106 Hardware St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8393 9367,https://mjolner.com.au/melbourne,,Expensive,4.6,,Restaurant | Rated 4.6/5 (2398 reviews) | Expensive / upscale tier,Google Places API (New)
No35 Restaurant,"25 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9653 7744,https://no35.com.au/,dining.reservations@sofitel.com,Expensive,4.3,,Elegant hotel restaurant with upscale dishes and stunning city views through ceiling-high windows. | French Restaurant | Rated 4.3/5 (749 reviews) | Expensive / upscale tier,Google Places API (New)
Ishizuka,"basement level b01/139 Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8594 0895,http://ishizuka.com.au/,reservation@ishizuka.com.au,Very Expensive,4.7,,"High-concept, seasonal, Japanese tasting menu offered in an underground venue with industrial decor. | Fine Dining Restaurant | Rated 4.7/5 (405 reviews) | Very expensive / luxury tier",Google Places API (New)
Koko,"Crown Towers, Level 3/8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9292 5777,https://www.crownmelbourne.com.au/restaurants/koko,,Expensive,4.3,,"Wood-lined restaurant with indoor water garden, serving traditional Japanese cuisine and aged sake. | Japanese Restaurant | Rated 4.3/5 (715 reviews) | Expensive / upscale tier",Google Places API (New)
Rockpool Bar & Grill Melbourne,"Crown Casino, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9081 0532,https://hunterstreethospitality.com.au/venues/rockpool/melbourne/,reservations@hunter-street.com.au,Very Expensive,4.2,,Modern Australian dishes offered in a luxurious establishment with high ceilings and moody lighting. | Restaurant | Rated 4.2/5 (2403 reviews) | Very expensive / luxury tier,Google Places API (New)
Pastuso,"19 AC/DC La, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9662 4556,http://pastuso.com.au/,info@pastuso.com.au,Expensive,4.6,,"Peruvian bar and grill with dark wood and geometric tiles, for ceviche and pisco-based cocktails. | Restaurant | Rated 4.6/5 (3972 reviews) | Expensive / upscale tier",Google Places API (New)
Etta,"60 Lygon St, Brunswick East VIC 3057, Australia",Brunswick East,VIC,(03) 9448 8233,https://ettadining.com.au/,hello@ettadining.com.au,Expensive,4.6,,Restaurant | Rated 4.6/5 (526 reviews) | Expensive / upscale tier,Google Places API (New)
The European,"161 Spring St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9654 0811,http://www.theeuropean.com.au/,,Expensive,4.4,,Modern European dishes and a nose-to-tail menu in a laid-back dining room with Bentwood chairs. | European Restaurant | Rated 4.4/5 (1177 reviews) | Expensive / upscale tier,Google Places API (New)
Bistrot d'Orsay,"184 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9654 6498,http://www.bistrotdorsay.com.au/,,Expensive,4.7,,Established French-Mediterranean restaurant with prints on the walls and an elaborate ceiling mural. | French Restaurant | Rated 4.7/5 (870 reviews) | Expensive / upscale tier,Google Places API (New)
San Telmo Melbourne,"14 Meyers Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9650 5525,http://www.santelmo.com.au/?utm_source=google&utm_medium=gmb,info@santelmobrisbane.com.au,Expensive,4.6,,"Argentinian menu focused on chargrills, in an eclectic space with high ceilings and hung cow hides. | Argentinian Restaurant | Rated 4.6/5 (4625 reviews) | Expensive / upscale tier",Google Places API (New)
Bottega Restaurant,"74 Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9654 2252,http://www.bottega.com.au/,dine@bottega.com.au,Expensive,4.4,,"Modern Italian food in an elegant restaurant with tablecloths, leather banquettes and mood lighting. | Italian Restaurant | Rated 4.4/5 (674 reviews) | Expensive / upscale tier",Google Places API (New)
Matilda 159 Domain,"159 Domain Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,(03) 9089 6668,https://matilda159.com/,functions@onlyhospitalitygroup.com.au,Very Expensive,4.3,,Restaurant | Rated 4.3/5 (823 reviews) | Very expensive / luxury tier,Google Places API (New)
"Matteo's Restaurant, Melbourne","533 Brunswick Street Melbourne, Fitzroy North VIC 3068, Australia",Fitzroy North,VIC,(03) 9481 1177,http://www.matteos.com.au/,dine@matteos.com.au,Expensive,4.6,,Italian-inspired fare with prix-fixe menu inside a sleek interior with artful chandeliers. | Italian Restaurant | Rated 4.6/5 (610 reviews) | Expensive / upscale tier,Google Places API (New)
Flower Drum Restaurant Melbourne,"17 Market Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9662 3655,http://www.flowerdrum.melbourne/,,Very Expensive,4.4,,"Cantonese meals in a sprawling, red-carpeted restaurant with panels of Chinese art lining the walls. | Chinese Restaurant | Rated 4.4/5 (1474 reviews) | Very expensive / luxury tier",Google Places API (New)
Lucy Liu Kitchen and Bar,"23 Oliver Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9639 5777,http://lucylius.com.au/,events@lucylius.com.au,Expensive,4.6,,Choice Asian share plates and cocktails in a trendy hangout with an open kitchen and striking decor. | Asian Restaurant | Rated 4.6/5 (2680 reviews) | Expensive / upscale tier,Google Places API (New)
Asado,"6 Riverside Quay, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9088 8600,https://www.asado.melbourne/,info@asado.melbourne,Expensive,4.5,,"Trendy Argentinian bar & grill offering tapas, meat plates, desserts & wine, plus outdoor seating. | Restaurant | Rated 4.5/5 (3727 reviews) | Expensive / upscale tier",Google Places API (New)
Coda Melbourne,"Basement/141 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9650 3155,http://www.codarestaurant.com.au/,info@codarestaurant.com.au,Expensive,4.4,,"Trendy, industrial-chic basement space serving upscale Vietnamese fusion plates and set menus. | Asian Fusion Restaurant | Rated 4.4/5 (1267 reviews) | Expensive / upscale tier",Google Places API (New)
Cecconi's Flinders Lane,"61 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8663 0500,http://cecconis.com/,,Expensive,4.4,,"Spacious monochrome Modern Italian restaurant with slick decor, hanging dome lights, and cellar bar. | Italian Restaurant | Rated 4.4/5 (919 reviews) | Expensive / upscale tier",Google Places API (New)
State of Grace,"27 King St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8563 0020,https://stateofgracemelbourne.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_5147260064699379174,info@stateofgracemelbourne.com.au,Expensive,4.6,,"Restaurant and cellar bar with kitsch decor including a mounted giraffe, for Modern European food. | Cocktail Bar | Rated 4.6/5 (3185 reviews) | Expensive / upscale tier",Google Places API (New)
Conservatory,"Crown Towers, Level 1/8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9292 5777,https://www.crownmelbourne.com.au/restaurants/conservatory,,Expensive,4.2,,"Polished hotel restaurant with a diverse global buffet, high ceilings and chic white furnishings. | Buffet Restaurant | Rated 4.2/5 (2759 reviews) | Expensive / upscale tier",Google Places API (New)
Waterfront Southgate,"Southgate Precinct, Shop 20/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9686 9766,http://waterfrontsouthgate.com.au/,info@waterfrontsouthgate.com.au,Expensive,4.3,,"Sashimi, seafood platters and grilled meat served in a modern dining room with booth seats. | Seafood Restaurant | Rated 4.3/5 (1551 reviews) | Expensive / upscale tier",Google Places API (New)
RuYi Modern Chinese,"Ground Floor, 16 Liverpool St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9090 7778,https://www.ruyi.com.au/,eat@ruyi.com.au,Expensive,4.5,,"Modern Chinese dining in a hip, airy environment with communal tables and a minimalist vibe. | Asian Restaurant | Rated 4.5/5 (699 reviews) | Expensive / upscale tier",Google Places API (New)
Kisumé,"175 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9671 4888,https://kisume.com.au/,bookings@kisume.com.au,Very Expensive,4.2,,"Sleek restaurant featuring sophisticated Japanese cuisine, a chic wine bar & private dining rooms. | Japanese Restaurant | Rated 4.2/5 (2466 reviews) | Very expensive / luxury tier",Google Places API (New)
Minamishima,"4 Lord St, Richmond VIC 3121, Australia",Richmond,VIC,(03) 9429 5180,http://www.minamishima.com.au/,,Very Expensive,4.6,,"Japanese fine dining, with meals prepared tableside, in a cosmopolitan, minimalist setting. | Japanese Restaurant | Rated 4.6/5 (908 reviews) | Very expensive / luxury tier",Google Places API (New)
Osteria Ilaria,"367 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9642 2287,http://www.osteriailaria.com/,eat@osteriailaria.com,Expensive,4.6,,Italian Restaurant | Rated 4.6/5 (2466 reviews) | Expensive / upscale tier,Google Places API (New)
Il Bacaro,"168-170 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9654 6778,http://www.ilbacaro.com.au/,info@ilbacaro.com.au,Expensive,4.6,,"Classy, intimate Italian restaurant with marble-top bar, tablecloths, and many wines by the glass. | Italian Restaurant | Rated 4.6/5 (724 reviews) | Expensive / upscale tier",Google Places API (New)
Mercer's Restaurant,"732 Main Rd, Eltham VIC 3095, Australia",Eltham,VIC,(03) 9431 1015,https://mercersrestaurant.com.au/,,Expensive,4.7,,Regional wines & smart European meals in a comfy Federation-style cottage with a welcoming vibe. | Fine Dining Restaurant | Rated 4.7/5 (249 reviews) | Expensive / upscale tier,Google Places API (New)
Entrecôte,"142-144 Greville St, Prahran VIC 3181, Australia",Prahran,VIC,(03) 9804 5468,http://entrecote.com.au/,,Expensive,4.1,,"Classic French dishes, plus brekkie and desserts, whipped up in a lively, stylish restaurant. | French Restaurant | Rated 4.1/5 (2318 reviews) | Expensive / upscale tier",Google Places API (New)
French Saloon,"First Floor, 46 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9600 2142,https://www.frenchsaloon.com/,info@frenchsaloon.com,Expensive,4.6,,Restaurant | Rated 4.6/5 (250 reviews) | Expensive / upscale tier,Google Places API (New)
Steer Dining Room,"Ground/15 Claremont St, South Yarra VIC 3141, Australia",South Yarra,VIC,(03) 4708 4590,https://www.steerdiningroom.com.au/,,Very Expensive,4.6,,"Steaks, plus an oyster and tataki bar, in a spacious, modern restaurant guarded by a bovine statue. | Steak House | Rated 4.6/5 (679 reviews) | Very expensive / luxury tier",Google Places API (New)
Pascale Bar & Grill,"Level 1/133 Russell St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8636 8808,https://www.pascalebarandgrill.com.au/,,Expensive,4.4,,"Polished choice serving steak, meat dishes, seafood & desserts, plus cocktails & a robust wine list. | Bar & Grill | Rated 4.4/5 (246 reviews) | Expensive / upscale tier",Google Places API (New)
Bistro Guillaume,"Crown Riverwalk, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9292 5777,https://www.crownmelbourne.com.au/restaurants/bistro-guillaume,,Expensive,4.1,,French classics and ample salads in a smart lime green and wood setup with a terrace and zinc bar. | French Restaurant | Rated 4.1/5 (1159 reviews) | Expensive / upscale tier,Google Places API (New)
Rare Steakhouse Downtown,"42-44 King St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9620 9888,http://www.raresteakhouse.com.au/,midtown@raresteakhouse.com.au,Expensive,4.5,,"Spacious, fashionable restaurant serving chargrilled steaks and matched local wine. | Steak House | Rated 4.5/5 (2217 reviews) | Expensive / upscale tier",Google Places API (New)
A Hereford Beefstouw,"22 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9654 8297,http://beefstouw.com/melbourne-australia,,Expensive,4.5,,"Casual steakhouse offering quality cuts & a robust wine list, plus grilled fish & draft beer. | Steak House | Rated 4.5/5 (1523 reviews) | Expensive / upscale tier",Google Places API (New)
The Meat & Wine Co Southbank,"Freshwater Place, 3 Queens Bridge St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9696 5333,https://themeatandwineco.com/locations/southbank/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=southbank,,Expensive,4.4,,"Steaks, ribs & skewers, plus a long wine list, in a sophisticated, Afro-centric chophouse. | Steak House | Rated 4.4/5 (4527 reviews) | Expensive / upscale tier",Google Places API (New)
Rare Steakhouse Uptown,"6/61 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9663 3373,http://www.raresteakhouse.com.au/,midtown@raresteakhouse.com.au,Expensive,4.6,,"Chargrilled cuts with matched local wines, in a classy restaurant with mezzanine and high ceilings. | Steak House | Rated 4.6/5 (1401 reviews) | Expensive / upscale tier",Google Places API (New)
Rare Steakhouse Midtown,"12 Goldie Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9670 7317,http://raresteakhouse.com.au/,midtown@raresteakhouse.com.au,Expensive,4.5,,"Spacious, fashionable restaurant serving chargrilled steaks and matched local wine. | Steak House | Rated 4.5/5 (1591 reviews) | Expensive / upscale tier",Google Places API (New)
Squires Loft South Yarra,"3/166 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,(03) 9824 0999,https://squiresloft.com.au/our-locations/south-yarra/,southyarra@squiresloft.com.au,Expensive,4.6,,"Classic grillhouse chain serving hearty portions of grass-fed steaks and ribs, plus surf 'n' turf. | Steak House | Rated 4.6/5 (837 reviews) | Expensive / upscale tier",Google Places API (New)
Squires Loft Docklands,"818 Bourke St, Docklands VIC 3008, Australia",Docklands,VIC,(03) 9670 9968,https://squiresloftdocklands.com.au/,,Expensive,4.3,,"Classic grillhouse chain serving hearty portions of grass-fed steaks and ribs, plus surf 'n' turf. | Steak House | Rated 4.3/5 (1085 reviews) | Expensive / upscale tier",Google Places API (New)
The Meat & Wine Co South Yarra,"The Como Centre Shop 4 Corner Toorak Road &, Chapel St, South Yarra VIC 3141, Australia",South Yarra,VIC,(03) 9190 1588,https://themeatandwineco.com/melbourne-restaurants/south-yarra/?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=booking-south-yarra,,Expensive,4.3,,"Steaks, ribs & skewers, plus a long wine list, in a sophisticated, Afro-centric chophouse. | Steak House | Rated 4.3/5 (1212 reviews) | Expensive / upscale tier",Google Places API (New)
Vlado's Charcoal Grill,"61 Bridge Rd, Richmond VIC 3121, Australia",Richmond,VIC,(03) 9428 5833,https://www.vlados.com.au/,,Expensive,4.4,,Family-run steakhouse in a homey Victorian terrace with white tablecloths and dim lighting. | Steak House | Rated 4.4/5 (490 reviews) | Expensive / upscale tier,Google Places API (New)
Charcoal Grill on The Hill,"289 High St, Kew VIC 3101, Australia",Kew,VIC,(03) 9853 7535,http://grillonthehill.com.au/,,Expensive,4.3,,Steak House | Rated 4.3/5 (530 reviews) | Expensive / upscale tier,Google Places API (New)
Squires Loft Albert Park,"1 Queens Rd, Melbourne VIC 3004, Australia",Melbourne,VIC,(03) 9863 7700,https://squiresloft.com.au/our-locations/albert-park/,albertpark@squiresloft.com.au,Expensive,4.3,,"Classic grillhouse chain serving hearty portions of grass-fed steaks and ribs, plus surf 'n' turf. | Steak House | Rated 4.3/5 (638 reviews) | Expensive / upscale tier",Google Places API (New)
Eau De Vie Melbourne,"1 Malthouse Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8393 9367,http://www.eaudevie.com.au/melbourne,,Expensive,4.6,,"Classy bar with whiskey, cocktails and tasting menus, plus a hidden lounge behind a bookcase. | Cocktail Bar | Rated 4.6/5 (2165 reviews) | Expensive / upscale tier",Google Places API (New)
Stokehouse St Kilda,"30 Jacka Blvd, St Kilda VIC 3182, Australia",St Kilda,VIC,(03) 9525 5555,http://stokehouse.com.au/melbourne/,events@stokehouse.com.au,Expensive,4.2,,"Oceanfront eatery with big windows & sleek decor, featuring upscale Australian fare, wine & spirits. | Restaurant | Rated 4.2/5 (1721 reviews) | Expensive / upscale tier",Google Places API (New)
Gradi at Crown Melbourne,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9292 5777,https://www.crownmelbourne.com.au/restaurants/casual/gradi/info-booking,,Expensive,4.2,,"Classic Italian dishes, Neapolitan-style pizza & wines are presented in a swanky designer setting. | Italian Restaurant | Rated 4.2/5 (4150 reviews) | Expensive / upscale tier",Google Places API (New)
Sebastian Restaurant,"26 Esplanade, Williamstown VIC 3016, Australia",Williamstown,VIC,(03) 9088 8989,https://sebastianwilliamstown.com.au/,info@sebastianbeachgrill.com,Expensive,4.5,,Steak House | Rated 4.5/5 (2474 reviews) | Expensive / upscale tier,Google Places API (New)
Ciao Cielo,"115 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,VIC,(03) 9646 7697,https://www.ciaocielo.com.au/,,Expensive,4.3,,"Stylish space with large windows, dark wood accents and banquettes, for upscale Italian dishes. | Italian Restaurant | Rated 4.3/5 (1056 reviews) | Expensive / upscale tier",Google Places API (New)
Longrain Melbourne,"44 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9653 1600,http://www.longrainmelbourne.com/,info@longrainmelbourne.com,Expensive,4.5,,"Spacious rustic-chic Southeast Asian restaurant with cocktail bar, communal tables and share dishes. | Thai Restaurant | Rated 4.5/5 (1656 reviews) | Expensive / upscale tier",Google Places API (New)
Tonka,"20 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9650 3155,http://www.tonkarestaurant.com.au/,info@tonkarestaurant.com.au,Expensive,4.1,,"Busy, contemporary-design restaurant with art installation ceiling, serving upmarket Indian cuisine. | Indian Restaurant | Rated 4.1/5 (1239 reviews) | Expensive / upscale tier",Google Places API (New)
The Deck Southbank,"UPPER, LEVEL U1/2 Southgate Ave, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9699 9544,http://www.thedeckrestaurant.com.au/,,Expensive,4.3,,Inventive Modern Australian cuisine in an elegant restaurant with a balcony overlooking the skyline. | Restaurant | Rated 4.3/5 (185 reviews) | Expensive / upscale tier,Google Places API (New)
Grill Americano,"112 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8616 8010,http://www.grillamericano.com/,reservations@grillamericano.com,Very Expensive,3.8,,Restaurant | Rated 3.8/5 (1491 reviews) | Very expensive / luxury tier,Google Places API (New)
Saké Restaurant & Bar Hamer Hall,"Hamer Hall, 100 St Kilda Rd, Southbank VIC 3004, Australia",Southbank,VIC,(03) 9119 4799,https://hunterstreethospitality.com.au/venues/sake/melbourne/,reservations@hunter-street.com.au,Expensive,4.2,,"Fine contemporary Japanese dining with a sake bar, cocktails & creative banquet menus. | Japanese Restaurant | Rated 4.2/5 (818 reviews) | Expensive / upscale tier",Google Places API (New)
Alchemy Restaurant and Bar Brisbane,"175 Eagle St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3229 3175,https://www.alchemyrestaurant.com.au/,mail@alchemyrestaurant.com.au,Very Expensive,4.6,,Upscale riverside dining venue with a sleek interior and creative Modern Australian tasting menus. | Restaurant | Rated 4.6/5 (1309 reviews) | Very expensive / luxury tier,Google Places API (New)
La Vue Waterfront Restaurant,"Unit 1/501 Queen St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,,https://lavuerestaurant.com.au/,ronaldo@lavuerestaurant.com.au,Expensive,4.6,,Sophisticated venue for Modern Australian fare in a light-filled dining room overlooking the river. | French Restaurant | Rated 4.6/5 (843 reviews) | Expensive / upscale tier,Google Places API (New)
Agnes Restaurant,"22 Agnes St, Fortitude Valley QLD 4006, Australia",Fortitude Valley,QLD,(07) 3067 9087,https://anyday.com.au/agnes-venue-page,seatme@agnesrestaurant.com.au,Very Expensive,4.6,,Wood-fired cooking served in an industrial-chic space featuring a terrace & a cosy wine bar. | Restaurant | Rated 4.6/5 (1334 reviews) | Very expensive / luxury tier,Google Places API (New)
Malt Dining & Bar,"28 Market St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3236 4855,http://maltdining.com.au/,,Expensive,4.5,,"Rustic-chic fine dining venue on 3 levels of a converted market building, offering an eclectic menu. | Restaurant | Rated 4.5/5 (776 reviews) | Expensive / upscale tier",Google Places API (New)
Bacchus,"Podium Level Rydges South Bank Glenelg Street & Grey Street, 9 Glenelg St, South Brisbane QLD 4101, Australia",South Brisbane,QLD,(07) 3364 0800,https://www.bacchussouthbank.com.au/,foodandbeverage_rydgessouthbank@evt.com,Very Expensive,4.5,,"Upscale Modern Australian dishes, plus clever cocktails, in a glamorous poolside restaurant and bar. | Restaurant | Rated 4.5/5 (685 reviews) | Very expensive / luxury tier",Google Places API (New)
Madame Wu,"Upper Plaza Level, 71 Eagle St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3229 5070,http://www.madamewu.com.au/,,Expensive,4.5,,Modern Asian cuisine served in a sprawling contemporary venue with a covered deck. | Asian Restaurant | Rated 4.5/5 (2315 reviews) | Expensive / upscale tier,Google Places API (New)
"Blackbird Bar, Dining & Events","Riverside Centre, 123 Eagle St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3229 1200,http://blackbirdbrisbane.com.au/,info@blackbirdbrisbane.com.au,Expensive,4.4,,Opulent riverside Modern Australian restaurant and 1920s-style bar with an outdoor terrace. | Bar & Grill | Rated 4.4/5 (2806 reviews) | Expensive / upscale tier,Google Places API (New)
Donna Chang,"Suite 3/171 George St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3243 4888,http://donnachang.com.au/,info@donnachang.com.au,Expensive,4.4,,"Posh choice plating elevated Cantonese & Sichuan fare, plus cocktails & a robust wine list. | Restaurant | Rated 4.4/5 (1790 reviews) | Expensive / upscale tier",Google Places API (New)
Montrachet,"Shop 1/30 King St, Bowen Hills QLD 4006, Australia",Bowen Hills,QLD,(07) 3367 0030,http://www.montrachet.com.au/,info@lesbistronomes.net,Very Expensive,4.7,,"A refined French brasserie with red leather seats, a marble-top bar and gilt-framed mirrors. | French Restaurant | Rated 4.7/5 (878 reviews) | Very expensive / luxury tier",Google Places API (New)
C'est Bon Restaurant & Le Bon Bar,"609/611 Stanley St, Woolloongabba QLD 4102, Australia",Woolloongabba,QLD,(07) 3891 2008,https://www.cestbon.com.au/,bonjour@cestbon.com.au,Expensive,4.5,,An elegant French restaurant serving classic dishes and fine wine in an intimate dining room. | Restaurant | Rated 4.5/5 (754 reviews) | Expensive / upscale tier,Google Places API (New)
Moda Steak . Tapas . Seasons,"The Barracks, 61 Petrie Terrace, QLD 4000, Australia",,QLD,(07) 3221 7655,http://www.modarestaurant.com.au/,,Expensive,4.7,,"Contemporary menus influenced by Catalan flavours, plus boutique wines, in a elegant dining room. | Steak House | Rated 4.7/5 (1615 reviews) | Expensive / upscale tier",Google Places API (New)
Moo Moo The Wine Bar and Grill Brisbane,"Port Office Building, 39 Edward St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,1300 070 710,http://www.moomoorestaurant.com/,,Expensive,4.5,,"A trendy, high-end steak restaurant with a long wine list, in the old Port Office building. | Restaurant | Rated 4.5/5 (1804 reviews) | Expensive / upscale tier",Google Places API (New)
Yoko Dining,"2/5 Boundary St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3236 6582,http://www.yokodining.com.au/,,Expensive,4.5,,"Bustling riverfront venue serving Japanese food including snacks & seafood plates, plus cocktails. | Japanese Restaurant | Rated 4.5/5 (1940 reviews) | Expensive / upscale tier",Google Places API (New)
e'cco bistro,"shop 8/63 Skyring Terrace, Newstead QLD 4006, Australia",Newstead,QLD,0424 986 005,https://eccobistro.com.au/,mail@eccobistro.com,Expensive,4.6,,Acclaimed Modern Australian dining destination in a stylish space. | Restaurant | Rated 4.6/5 (669 reviews) | Expensive / upscale tier,Google Places API (New)
sAme sAme Brisbane,"Shop AM3 Ada Lane, 46 James St, Fortitude Valley QLD 4006, Australia",Fortitude Valley,QLD,(07) 3188 1418,https://anyday.com.au/samesame-venue-page,seatme@samesamerestaurant.com.au,Expensive,4.5,,South-east Asian cuisine & beers in a hip restaurant with exposed-brick walls. | Thai Restaurant | Rated 4.5/5 (1848 reviews) | Expensive / upscale tier,Google Places API (New)
Ristorante Tartufo,"1000 Ann St, Fortitude Valley QLD 4006, Australia",Fortitude Valley,QLD,(07) 3852 1500,http://www.tartufo.com.au/,mail@tartufo.com.au,Expensive,4.6,,Refined Neapolitan-inspired classics with seasonal produce in a smart red and black dining room. | Restaurant | Rated 4.6/5 (1248 reviews) | Expensive / upscale tier,Google Places API (New)
OTTO Ristorante,"River Quay, Shop 1 Sidon St, South Brisbane QLD 4101, Australia",South Brisbane,QLD,(07) 3835 2888,http://www.ottoristorante.com.au/brisbane/,test@example.org,Very Expensive,4.2,,Italian Restaurant | Rated 4.2/5 (1431 reviews) | Very expensive / luxury tier,Google Places API (New)
Two Small Rooms Restaurant,"517 Milton Rd, Toowong QLD 4066, Australia",Toowong,QLD,(07) 3371 5251,http://www.2smallrooms.com.au/,email@2smallrooms.com,Expensive,4.5,,"Casual dining with Modern European menu served in 2 cosy rooms with unfussy decor, plus courtyard. | French Restaurant | Rated 4.5/5 (147 reviews) | Expensive / upscale tier",Google Places API (New)
Libertine Restaurant & Cocktail Bar,"5/61 Petrie Terrace, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3367 3353,https://libertine.net.au/,info@libertine.net.au,Expensive,4.6,,"Dramatic dining with chandeliers, imaginative French-Vietnamese dishes, banquets and cocktails. | Restaurant | Rated 4.6/5 (835 reviews) | Expensive / upscale tier",Google Places API (New)
Deer Duck Bistro,"396 Milton Rd, Auchenflower QLD 4066, Australia",Auchenflower,QLD,(07) 4802 4383,https://deerduckbistro.com.au/,914-329-21reservations@laurent.com,Expensive,4.4,,"Modern European dishes and tasting menus in a moodily lit, playful space with antique furnishings. | Restaurant | Rated 4.4/5 (753 reviews) | Expensive / upscale tier",Google Places API (New)
Customs House,"399 Queen St, Brisbane City QLD 4000, Australia",Brisbane City,QLD,(07) 3365 8999,https://www.customshouse.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,Expensive,4.6,,"Elegant, riverside restaurant with a relaxed dining terrace, serving Modern Australian cuisine. | Event Venue | Rated 4.6/5 (1131 reviews) | Expensive / upscale tier",Google Places API (New)
